,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
3594,3990,3996,2,8,"""",6225,survey-likert,42,543600,0.0-2.0-0.39,612bcf083b3f3e49dfbc5fd0,615eba6a7206985d27058d2c,616084bacb48de89a98e123e,612bcf083b3f3e49dfbc5fd0,615eba6a7206985d27058d2c,616084bacb48de89a98e123e,"{""humanness"":0}",[0],Cool down in a record-breaking heat wave.,rate_humanness,gpt-3,I would first go to a store and buy a lot of water and a lot of ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice. I would then go around and give people ice and water. I would then go to a public pool and fill it with water and ice. I would then go to a public place and spread out the water and ice.,7,unconstrained,2021-10-08 17:50:01,24.210.81.215,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,OS X,10_15_7,73c52a900c5758503c09bfb5160dbd95,0
3616,4016,4022,20,38,"""",11423,survey-likert,19,587592,0.0-2.0-0.16,615f54a5141128cf81b7e857,615eba6a7206985d27058d2c,61608e2cb8eda3d2c11e5092,615f54a5141128cf81b7e857,615eba6a7206985d27058d2c,61608e2cb8eda3d2c11e5092,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank, masks, swimming goggles, concrete, a miliary ship, a crane, a marine biologist, or a building engineer.",rate_humanness,gpt-3,I would use a boat to make a floating fort underwater. I would make a floor out of wood and a ceiling out of metal. I would make a door hole and a window hole. I would make a metal door and a window. I would make a window out of glass. I would make a place to get in and out of the fort. I would make a place for food. I would make a place to sleep. I would make a place to eat. I would make a place to play games. I would make a place to sit. I would make a place to go to the bathroom. I would make a place to swim. I would make a place to get out of the water. I would make a place to get in the water. I would make a place to get out of the fort. I would make a place to get in the fort. I would make a place to get in the water. I would make a place to get out of the fort. I would make a place to get out of the water. I would make a place to get in the water. I would make a place to get in the fort. I would make a place to get in the fort. I would make a place to get in the fort. I would make a place to get in the fort. I would make a place to get in the fort. I would make a place to get in the fort. I would make a place to get in the fort.,37,constrained_many,2021-10-08 18:30:08,98.5.59.144,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0,,Firefox,93.0,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3709,4118,4126,202,37,"""",15486.5,survey-likert,37,643826,0.0-2.0-0.34,61643da0ffad2d01e7b988b5,615eba6a7206985d27058d2c,6166c8bb3cc083375d76491a,61643da0ffad2d01e7b988b5,615eba6a7206985d27058d2c,6166c8bb3cc083375d76491a,"{""humanness"":0}",[0],"Cool down in a record-breaking heat wave, without using an air conditioner, fans, washclothes, cold water, a bathtub, ice cubes, ice cream, popsicles, bottled water, or a deep freezer.",rate_humanness,gpt-3,I would try to find a place with a lot of water. I would jump in the water and try to stay there for as long as possible. I would also try to find a stream or river to jump in. I would also try to find a lake or pond to jump in. I would also try to find a pool to jump in. I would also try to find a waterfall to jump in. I would also try to find a swimming pool to jump in. I would also try to find a pond to jump in. I would also try to find a lake to jump in. I would also try to find a stream to jump in. I would also try to find a river to jump in.,36,constrained_many,2021-10-13 11:53:48,75.188.72.236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47",WebKit,Edge,94.0.992.47,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3729,4142,4150,203,30,"""",128174.09999996424,survey-likert,12,618875,0.0-2.0-0.9,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,"{""humanness"":0}",[0],"Make a pair of new shoes, without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler.",rate_humanness,gpt-3,I would make a pair of shoes from scratch using a 3D printer. I would use a 3D printer to make a prototype shoe and then I would make a mold from the prototype and use a 3D printer to make a mold. I would then use a 3D printer to make the shoe from the mold I made from the prototype. Then I would use a 3D printer to make a shoe from the mold I made from the mold I made from the prototype. Then I would use a 3D printer to make a shoe from the mold I made from the mold I made from the mold I made from the prototype. Then I would use a 3D printer to make a shoe from the mold I made from the mold I made from the mold I made from the mold I made from the prototype.,29,constrained_many,2021-10-13 11:54:37,24.237.17.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3742,4155,4163,203,30,"""",3738.400000035763,survey-likert,25,1150949,0.0-2.0-0.22,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,"{""humanness"":0}",[0],"Cool down in a record-breaking heat wave, without using an air conditioner, fans, washclothes, cold water, a bathtub, ice cubes, ice cream, popsicles, bottled water, or a deep freezer.",rate_humanness,gpt-3,I would get a bunch of wet washcloths and put them in a freezer for a few hours. Then I would put them in a bucket and put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer. Then I would put the bucket in the freezer.,29,constrained_many,2021-10-13 11:54:37,24.237.17.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3752,4165,4173,203,30,"""",16688.600000023842,survey-likert,35,1394733,0.0-2.0-0.32,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,"{""humanness"":0}",[0],"Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",rate_humanness,gpt-3,"I would go into the water with a spear gun and try to spear the sharks. Then, I would count the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared. I would then multiply the number of sharks I speared by the number of sharks I killed. I would then take the number of sharks I killed and divide it by the number of sharks I speared.",29,constrained_many,2021-10-13 11:54:37,24.237.17.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3760,4173,4181,203,30,"""",7090.099999964237,survey-likert,43,1505604,0.0-2.0-0.40,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,61648902c27b28616272c97b,615eba6a7206985d27058d2c,6166c8f9ab928b9f786be39f,"{""humanness"":0}",[0],"Cut down a tree, without using a chainsaw, an axe, or a lorry.",rate_humanness,gpt-3,I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope. I would get a car. I would get a tree. I would get a saw. I would get a rope.,29,constrained_many,2021-10-13 11:54:37,24.237.17.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3816,4237,4245,206,40,"""",16195.699999999255,survey-likert,9,385109,0.0-2.0-0.6,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Put out a fire that started near the wires from your TV, without using a fire extinguisher.",rate_humanness,gpt-3,I would turn off the television. I would take the wires out of the TV and unplug the wires. I would then take the wires and put them in water. I would then take the water and put it in the microwave.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3817,4238,4246,206,40,"""",20540.699999999255,survey-likert,10,405653,0.0-2.0-0.7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.",rate_humanness,gpt-3,I would get a bunch of balloons and fill them with helium. I would then tie them all together and let them float. I would then get a big box and fill it with balloons and tie it to the bottom of the balloon box and let it float. I would then get a couple of sheets and tie them to the balloon box and the box of balloons. I would then get a chair and tie it to the box and sheets and let it float. I would then get a giant inflatable ball and tie it to the box and chair and let it float. I would then get a bunch of balloons and tie them to the ball and the chair and the box and the sheets and let it float. I would then get a bunch of helium balloons and tie them to the balloon box and the box and the chair and the sheets and the ball and let it float. I would then get a bunch of helium balloons and tie them to the balloon box and the box and the chair and the sheets and the ball and the balloons and let it float. I would then get a bunch of helium balloons and tie them to the balloon box and the box and the chair and the sheets and the ball and the balloons and the box and the chair and the sheets and the ball and let it float.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3820,4241,4249,206,40,"""",9348.900000000373,survey-likert,13,448922,0.0-2.0-0.10,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Get your sofa onto the roof of your house, without using a pulley.",rate_humanness,gpt-3,"I would find a long, strong rope. Tie one end to the sofa and the other to a tree branch.",39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3822,4243,4251,206,40,"""",10503.700000000186,survey-likert,15,474940,0.0-2.0-0.12,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank.",rate_humanness,gpt-3,"I would take a large plastic bag, fill it with air, seal it, and then take it underwater. Then I would take a smaller bag and fill it with air, seal it, and then put it inside the first bag.",39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3824,4245,4253,206,40,"""",11732,survey-likert,17,498366,0.0-2.0-0.14,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Keep the plants in your garden alive, without using water.",rate_humanness,gpt-3,I would use a water spray bottle to keep the plants alive. I would also use a fan to keep the air moving around the plants.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3828,4249,4257,206,40,"""",7442.300000000745,survey-likert,21,540808,0.0-2.0-0.18,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Protect the deer in your nearby woods during hunting season, without using signs.",rate_humanness,gpt-3,I would lock the deer in a room with a lake so they can swim away.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3829,4250,4258,206,40,"""",9046.299999999814,survey-likert,22,549857,0.0-2.0-0.19,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer.",rate_humanness,gpt-3,I would use a toothbrush and toothpaste to brush his teeth. I would also use floss to get in between his teeth.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3833,4254,4262,206,40,"""",15488.700000000186,survey-likert,26,602651,0.0-2.0-0.23,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Put out a fire that started near the wires from your TV, without using a fire extinguisher.",rate_humanness,gpt-3,I would use a bucket of water from the sink and pour it over the wires. I would also make sure not to use a fire extinguisher because it would ruin the TV and possibly the house.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3834,4255,4263,206,40,"""",9963.799999999814,survey-likert,27,612619,0.0-2.0-0.24,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Play baseball with your friends, without using a bat.",rate_humanness,gpt-3,I would use a tennis racket and a tennis ball. I would find a way to attach the tennis ball to the racket somehow.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3837,4258,4266,206,40,"""",22444.900000000373,survey-likert,30,657010,0.0-2.0-0.27,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.",rate_humanness,gpt-3,I would build a platform that was able to hold the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck. I would then build the float on the platform. I would then build the float on the truck.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3838,4259,4267,206,40,"""",8706.099999999627,survey-likert,31,665725,0.0-2.0-0.28,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Get your sofa onto the roof of your house, without using a pulley.",rate_humanness,gpt-3,I would use a rope to tie the sofa to my car and then drive up onto the curb.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3841,4262,4270,206,40,"""",8337.299999999814,survey-likert,34,695711,0.0-2.0-0.31,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Escape quicksand, without using a branch.",rate_humanness,gpt-3,I would try to make my way out of the quicksand by climbing up the side.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3846,4267,4275,206,40,"""",11487.899999999441,survey-likert,39,756579,0.0-2.0-0.36,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Make a pair of new shoes, without using leather.",rate_humanness,gpt-3,"I would take a plastic bottle and cut it down to the shape of a shoe, then take a rubber band and wrap it around my foot to make sure that the shoe was the right size, then I would take a sharp rock and cut out the bottom of the plastic bottle.",39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3847,4268,4276,206,40,"""",12420.800000000745,survey-likert,40,769003,0.0-2.0-0.37,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Fix a flat tire, without using a spare tire.",rate_humanness,gpt-3,I would change the tire with a donut tire. Then I would take the donut tire and put it on the car. Then I would take the flat tire and put it on the donut tire. Then I would take the flat tire off of the donut tire. Then I would put the flat tire on the car.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3848,4269,4277,206,40,"""",7811.700000000186,survey-likert,41,776821,0.0-2.0-0.38,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank.",rate_humanness,gpt-3,I would find a way to get oxygen bubbles to come up from the bottom of the pool.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3849,4270,4278,206,40,"""",7107.700000000186,survey-likert,42,783934,0.0-2.0-0.39,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Steal the championship trophy from behind your school's award case, without using a hammer.",rate_humanness,gpt-3,I would use a suction cup to grab the trophy and then I would use a rope to lower it to the ground.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3850,4271,4279,206,40,"""",10594.599999999627,survey-likert,43,794534,0.0-2.0-0.40,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Escape quicksand, without using a branch.",rate_humanness,gpt-3,"I would try to move my arms and legs as much as possible to avoid sinking deeper. If I can't, I will try to make a platform above the sand to rest on. If that doesn't work, I will try to move my arms and legs as much as possible to avoid sinking deeper.",39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3852,4273,4281,206,40,"""",14142,survey-likert,45,817979,0.0-2.0-0.42,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Order food in a restaurant, where you don't speak the native language, without using a translator app.",rate_humanness,gpt-3,I would use the app Skyscanner to find the cheapest place to order food. I would use the app Google Translate to translate the menu. I would use the app Uber to get me to the restaurant. I would use the app Yelp to find the cheapest place to order food. I would use the app Open Table to reserve a table.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3853,4274,4282,206,40,"""",6438.5,survey-likert,46,824421,0.0-2.0-0.43,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,60367f78082e3dedb8238ea3,615eba6a7206985d27058d2c,6166c93d616606d4c97736d7,"{""humanness"":0}",[0],"Get your sofa onto the roof of your house, without using a pulley.",rate_humanness,gpt-3,I would use a rope and tie it to the back of the sofa and would go around the house and tie it to the chimney.,39,constrained_single,2021-10-13 11:55:50,50.29.233.30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,6.1,73c52a900c5758503c09bfb5160dbd95,0
3859,4286,4294,207,41,"""",10231,survey-likert,9,430340,0.0-2.0-0.4,611bed11fa6a3b35c9226c29,615eba6a7206985d27058d2c,6166c940acb18003ba00bee8,611bed11fa6a3b35c9226c29,615eba6a7206985d27058d2c,6166c940acb18003ba00bee8,"{""humanness"":0}",[0],"Keep a baby platupyus entertained, without using a ball.",rate_humanness,gpt-3,I would try to find a toy that would be similar to a ball. I would try to find a toy that would be similar to a ball.,40,constrained_single,2021-10-13 11:56:53,107.12.130.38,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
3862,4289,4297,207,41,"""",13472,survey-likert,12,487092,0.0-2.0-0.7,611bed11fa6a3b35c9226c29,615eba6a7206985d27058d2c,6166c940acb18003ba00bee8,611bed11fa6a3b35c9226c29,615eba6a7206985d27058d2c,6166c940acb18003ba00bee8,"{""humanness"":0}",[0],"Fix a flat tire, without using a spare tire.",rate_humanness,gpt-3,"I would use a jack to lift up the car, remove the lug nuts, and put the spare tire on.",40,constrained_single,2021-10-13 11:56:53,107.12.130.38,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
