,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,PROLIFIC_PID
325,325,3,4,"""",2612.0,survey-likert,27,466353,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would take a bath in the hottest water possible, and then proceed to shower off the water, while the water is still hot. I would then go to sleep in a room with the windows open, and the fan running. This would allow the hot air to blow over my body. I would also keep a spray bottle full of cold water by my bed to spray my face with, whenever I woke up.",3,constrained_single,178
326,326,3,4,"""",12487.0,survey-likert,28,478847,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would build a bookshelf out of cardboard, and paint it to look like wood. I would then go around to local businesses and ask if I could put it in their windows. I would then ask for donations of books to fill the shelf.",3,constrained_single,178
327,327,3,4,"""",3789.0,survey-likert,29,482648,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would try to create a soft landing space that is long enough to spread out the force of the impact. I'd probably use a large sheet of plywood or a tarp. If you can't get a large enough piece of plywood, you could use a very large beach towel. If you have a lawn chair, you could place it on its side and have the skydiver land on it.",3,constrained_single,178
328,328,3,4,"""",5079.0,survey-likert,30,487733,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would make a bookshelf out of cardboard boxes. I would make a box with a top and bottom. I would make the top and bottom out of two pieces of cardboard. I would make the sides out of one piece of cardboard.,3,constrained_single,178
329,329,3,4,"""",5638.0,survey-likert,31,493383,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would like to build a bookshelf for all my books. The bookshelf will be made of recycled materials.,3,constrained_single,178
330,330,3,4,"""",4868.0,survey-likert,32,498256,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would not use an air conditioner to cool down. I would go to a shopping mall and buy a popsicle. Then I would go to the park and lay on a bench. I would go to a public pool and swim. I would go to a water park and ride all of the slides. I would go to the beach and swim in the ocean. I would go to a water fountain and pour water all over my body. I would go to a water park and go down the water slides.,3,constrained_single,178
331,331,3,4,"""",5126.0,survey-likert,33,503395,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow the skydiver's descent. I would use a ramp to give him a gentle landing.,3,constrained_single,178
332,332,3,4,"""",2281.0,survey-likert,34,505684,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would recommend a large pool in the shade, with a few sprinklers around the outside. A large pool will provide enough water to keep the people cool, while the sprinklers will provide a bit of a misty effect to cool everyone down.",3,constrained_single,178
333,333,3,4,"""",2527.0,survey-likert,35,508224,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would put a giant trampoline at the bottom of a really tall building. I would have a giant fan at the top of the building blowing the skydiver upwards. The fan would be connected to a giant generator. When the skydiver got to the top of the building, the generator would turn on and the fan would turn off. The skydiver would fall down on to the trampoline and bounce high into the air.",3,constrained_single,178
334,334,3,4,"""",2755.0,survey-likert,36,510983,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the highest point in the city, and lie down in the middle of the road. I would lie face down, with my arms at my side, and my legs slightly spread.",3,constrained_single,178
335,335,3,4,"""",7945.0,survey-likert,37,518932,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would ask my friends to help me build a bookshelf.,3,constrained_single,178
336,336,3,4,"""",6281.0,survey-likert,38,525226,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a bunch of ice and put it in a plastic bag and put it in front of a fan.,3,constrained_single,178
337,337,3,4,"""",4893.0,survey-likert,39,530127,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would try to move the person away from the main landing area. I would look for something soft to land on.,3,constrained_single,178
338,338,3,4,"""",3455.0,survey-likert,40,533593,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a landing area that is made of a material that will break the fall of the skydiver. I would make the material soft enough to cushion the fall but hard enough to not break.,3,constrained_single,178
339,339,3,4,"""",4199.0,survey-likert,41,537798,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would try to find some shade, and then turn on the fans in the house, open the windows, and turn on the ceiling fans.",3,constrained_single,178
340,340,3,4,"""",2941.0,survey-likert,42,540745,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach, or a lake, or any other body of water. I would wade in the water until I was completely submerged. I would stay in the water for as long as I could, and I would repeat the process as many times as I could.",3,constrained_single,178
341,341,3,4,"""",1809.0,survey-likert,43,542567,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a trampoline in the shape of a dome and have it anchored to the ground with a net of some kind. I would also have a harness that is attached to the net and the skydiver.,3,constrained_single,178
342,342,3,4,"""",5163.0,survey-likert,44,547735,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow their fall.,3,constrained_single,178
343,343,3,4,"""",1918.0,survey-likert,45,549661,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would first determine the height of the building, and then determine the speed of the fall, and then calculate the amount of time the skydiver will be falling. I would then find the point of the building where the skydiver will land and create a soft landing pad with pillows and blankets.",3,constrained_single,178
344,344,3,4,"""",1951.0,survey-likert,46,551625,"""","""","{""humanness"":2}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would start by building a frame out of cardboard. Then I would cover it with fabric. I would do the same for the books.,3,constrained_single,178
345,345,3,4,"""",4484.0,survey-likert,47,556118,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would tie a rope to the top of the building and tie the other end to the person. Then I would tie a second rope to the person and tie the other end to the ground.,3,constrained_single,178
346,346,3,4,"""",1947.0,survey-likert,48,558072,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would use a large airbag, or a bed of air. I would also surround the airbag with a large amount of pillows.",3,constrained_single,178
347,347,3,4,"""",2227.0,survey-likert,49,560313,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to a pool, and fill up a bucket with water, and then put the water in a bowl to make a mini-pool. You can also make a mini-pool by filling a bucket with water, and then putting the bucket in the freezer. You can also make a mini-pool by using a kiddie pool. You can also make a mini-pool by using a plastic bag. You can also make a mini-pool by using a bowl.",3,constrained_single,178
348,348,3,4,"""",7437.0,survey-likert,50,567754,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use a combination of cardboard, glue, and books to create a bookshelf.",3,constrained_single,178
349,349,3,4,"""",2739.0,survey-likert,51,570497,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a giant airbag. You could fill it with air and it would be like a giant airbag. It would be like a trampoline. It would be like a giant trampoline. And you could fill it with air and it would be like a giant trampoline.,3,constrained_single,178
350,350,3,4,"""",1806.0,survey-likert,52,572318,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look at my bookshelf. I would see what kind of bookshelf I have and then I would see if I could make a different kind of bookshelf without using wood. I would also do research on how to make a bookshelf. I would look at other bookshelves and read articles and watch YouTube videos.,3,constrained_single,178
351,351,3,4,"""",3167.0,survey-likert,53,575492,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use a substance that is as strong as wood, but doesn't have the disadvantages of wood. I would use a substance that would be as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter. I would use a substance that is as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter. I would use a substance that is as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter. I would use a substance that is as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter. I would use a substance that is as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter. I would use a substance that is as strong as steel, but lighter. I would use a substance that is as strong as concrete, but lighter. I would use a substance that is as strong as wood, but lighter.",3,constrained_single,178
352,352,3,4,"""",3069.0,survey-likert,54,578566,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would start by using a fan to cool down. I would then look around my house to see if there is any other way to cool down. I would also ask my mom if there is anything I could do to cool down.,3,constrained_single,178
353,353,3,4,"""",1613.0,survey-likert,55,580188,"""","""","{""humanness"":3}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would start with a cardboard box. Cut the box into the shape of a bookshelf and use duct tape to hold it together. Then I would use more cardboard and duct tape to make the bookshelf look nicer. Then I would cover the bookshelf with fabric and use more tape to hold it together. I would then use a hammer and nails to nail the fabric onto the bookshelf.,3,constrained_single,178
354,354,3,4,"""",37382.0,survey-text,56,617597,"""","""","{""Q0"":""7"",""Q1"":""5"",""Q2"":""No"",""Q3"":""No""}","""","""","""","""","""","""","""",178
355,355,8,1,"[{""page_index"":0,""viewing_time"":56598},{""page_index"":1,""viewing_time"":81087},{""page_index"":2,""viewing_time"":29712},{""page_index"":3,""viewing_time"":47232},{""page_index"":4,""viewing_time"":116384},{""page_index"":5,""viewing_time"":55672},{""page_index"":6,""viewing_time"":15463},{""page_index"":7,""viewing_time"":15120}]",417269.0,instructions,0,417275,"""","""","""","""","""","""","""","""","""","""",177
356,356,8,1,"""",22717.0,survey-multi-choice,1,440003,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",177
357,357,8,1,"[{""page_index"":0,""viewing_time"":3155}]",3155.0,instructions,2,443162,"""","""","""","""","""","""","""","""","""","""",177
358,358,8,1,"""",127619.0,survey-likert,3,570787,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a big tree and tie the rope to the tree and the other end of the rope to the skydiver. Then I would tie the rope to my waist. The skydiver would jump and I would run up the tree.,0,constrained_single,177
359,359,8,1,"""",20845.0,survey-likert,4,591635,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would use a large fan to blow the hot air away from me.,0,constrained_single,177
360,360,8,1,"""",2779.0,survey-likert,5,594418,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find the highest building in the area. Then I would find a way to get the skydiver to fall on the roof of the building. I would then have to find a way to get the skydiver to fall through the roof. I would have to make sure that the skydiver would not die from the fall.,0,constrained_single,177
361,361,8,1,"""",17108.0,survey-likert,6,611531,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look around my house for things that are the same shape as the bookshelf I want to make.,0,constrained_single,177
362,362,8,1,"""",45979.0,survey-likert,7,657514,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to make a fan. I would make a large fan out of a big sheet of paper. I would then tie a string to the top of the fan and then tie the other end to a tree branch. I would then place the fan in the windiest area I could find.,0,constrained_single,177
363,363,8,1,"""",13238.0,survey-likert,8,670754,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach a piece of fabric to it. Then I would use a hot glue gun to glue the books to the fabric.,0,constrained_single,177
364,364,8,1,"""",7009.0,survey-likert,9,677770,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a fan and a bowl of ice and put the ice in the bowl and put the fan on it.,0,"""",177
365,365,8,1,"""",9581.0,survey-likert,10,687354,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow the skydiver's descent.,0,"""",177
366,366,8,1,"""",25994.0,survey-likert,11,713355,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to get a large amount of water and put it in front of a fan and put the fan on the highest setting.,0,"""",177
367,367,8,1,"""",14365.0,survey-likert,12,727722,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use metal or plastic pipes.,0,constrained_single,177
368,368,8,1,"""",6007.0,survey-likert,13,733738,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard. I would put the cardboard together in a way that it would be sturdy enough to hold books.,0,constrained_single,177
369,369,8,1,"""",51293.0,survey-likert,14,785034,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach, or if I was at home I would go to an area that is naturally cool like a basement or the attic.",0,"""",177
370,370,8,1,"""",50867.0,survey-likert,15,835906,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take a walk in the shade and drink a lot of water. I would also take advantage of any ice or snow around to cool down.,0,constrained_single,177
371,371,8,1,"""",22236.0,survey-likert,16,858147,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would drive my car to the landing area, and park it in a way that it can block the skydivers path.",0,constrained_single,177
372,372,8,1,"""",73042.0,survey-likert,17,931193,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would have to use the same materials as wood, but I would have to make sure that they were strong enough to hold the weight of the books.",0,"""",177
373,373,8,1,"""",21910.0,survey-likert,18,953105,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find some shade, find some water, and find some ice. I would put the ice in the water and put the water in the shade.",0,constrained_single,177
374,374,8,1,"""",14675.0,survey-likert,19,967786,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would build a tree house and put a mattress in it.,0,constrained_single,177
375,375,8,1,"""",24796.0,survey-likert,20,992586,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf out of cardboard. I could use a hot glue gun to put the pieces together.,0,"""",177
376,376,8,1,"""",5945.0,survey-likert,21,998537,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard for the backing and use the boxes that the items are shipped in for the shelves.,0,"""",177
377,377,8,1,"""",58205.0,survey-likert,22,1056745,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would use a fan to blow the cold air around the room. I would also open the windows to let the cool air in. If that didn't work, I would break ice and put it in a bucket of water.",0,constrained_single,177
378,378,8,1,"""",16370.0,survey-likert,23,1073120,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic.,0,constrained_single,177
379,379,8,1,"""",22557.0,survey-likert,24,1095681,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would make a fan out of a bunch of leaves and twigs. I would also make a fan out of a bunch of feathers. I would make a fan out of a bunch of sticks. I would make a fan out of a bunch of straw. I would make a fan out of a bunch of grass. I would make a fan out of a bunch of paper. I would make a fan out of a bunch of cardboard. I would make a fan out of a bunch of newspaper.,0,"""",177
380,380,8,1,"""",40451.0,survey-likert,25,1136136,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by having a giant inflatable mattress in the middle of a field.,0,constrained_single,177
381,381,8,1,"""",11852.0,survey-likert,26,1147993,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the ocean.,0,"""",177
382,382,8,1,"""",118666.0,survey-likert,27,1266664,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach it to the wall. I would then use a thin layer of wood veneer to cover the metal frame.,0,constrained_single,177
383,383,8,1,"""",23076.0,survey-likert,28,1289745,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would set up a series of trampolines to catch him. I would start at the top of the building and work my way down.,0,"""",177
384,384,8,1,"""",22024.0,survey-likert,29,1311777,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would place a large inflatable mattress on the ground, and place it in the landing area of the skydiver.",0,constrained_single,177
385,385,8,1,"""",7812.0,survey-likert,30,1319592,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would use a fan to create a breeze.,0,"""",177
386,386,8,1,"""",20092.0,survey-likert,31,1339688,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would first try to create a simple parachute out of a large sheet.,0,constrained_single,177
387,387,8,1,"""",15661.0,survey-likert,32,1355352,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the water.,0,constrained_single,177
388,388,8,1,"""",11603.0,survey-likert,33,1366960,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would make the bookshelf out of cardboard. I would use a series of small cardboard boxes and tape them together to make a big box. Then I would cover the box with one or more pieces of cardboard that are painted to look like wood.,0,"""",177
389,389,8,1,"""",45398.0,survey-likert,34,1412360,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard and duct tape to build a bookshelf.,0,constrained_single,177
390,390,8,1,"""",23777.0,survey-likert,35,1436144,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look around my house for any other material that could be used to build the bookshelf. I would look for anything that could be used to hold the books.,0,constrained_single,177
391,391,8,1,"""",11077.0,survey-likert,36,1447224,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a tall building that is close to the skydivers landing spot. I would then call the skydiver and tell them to land on top of the building.,0,constrained_single,177
392,392,8,1,"""",12394.0,survey-likert,37,1459624,"""","""","{""humanness"":3}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would find a way to make a bookshelf without wood.,0,constrained_single,177
393,393,8,1,"""",89589.0,survey-likert,38,1549216,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use the books themselves to build the bookshelf. I would use the spine of the book to keep the book standing, and I would use the pages to support the book. I would also use the covers of the book to support the book.",0,constrained_single,177
394,394,8,1,"""",26010.0,survey-likert,39,1575231,"""","""","{""humanness"":0}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to a pool, or jump in a lake.",0,constrained_single,177
395,395,8,1,"""",11148.0,survey-likert,40,1586384,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by first getting the skydiver to land on a very soft surface. I would then use a very long rope to tie the skydiver to the ground. I would then use a very long rope to tie the skydiver to a very large tree.,0,"""",177
396,396,8,1,"""",7660.0,survey-likert,41,1594048,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would try to create a safe landing by luring the skydiver to a spot where there is a lot of soft grass.,0,constrained_single,177
397,397,8,1,"""",6612.0,survey-likert,42,1600663,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a tarp to create a makeshift net. I would make sure that the tarp was large enough to cover the skydiver's entire body.,0,"""",177
398,398,8,1,"""",157954.0,survey-likert,43,1758623,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would grab a boat and lower it down to the skydiver. I would tie the skydiver to the boat so he wouldn't fall in the water.,0,constrained_single,177
399,399,8,1,"""",10069.0,survey-likert,44,1768695,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use any material I could find such as cardboard, paper, plastic, and metal.",0,"""",177
400,400,8,1,"""",7873.0,survey-likert,45,1776575,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take all of the water that I could find and put it in a large tub. Then I would put the tub in the shade and put ice in it. I would then put wet cloths on my body and put them in the shade.,0,constrained_single,177
401,401,8,1,"""",14837.0,survey-likert,46,1791415,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would find a long, sturdy piece of wood and throw it to the skydiver as he falls.",0,constrained_single,177
402,402,8,1,"""",12040.0,survey-likert,47,1803464,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a long sturdy piece of wood. Then I would find a place to put it that would be sturdy. Then I would place the skydiver on the wood and have him/her jump off. The wood would be sturdy enough to catch the skydiver.,0,"""",177
403,403,8,1,"""",44294.0,survey-text,48,1847770,"""","""","{""Q0"":""9"",""Q1"":""8"",""Q2"":""no"",""Q3"":""}","""","""","""","""","""","""","""",177
404,404,9,3,"[{""page_index"":0,""viewing_time"":214501},{""page_index"":1,""viewing_time"":1960},{""page_index"":2,""viewing_time"":1616},{""page_index"":3,""viewing_time"":2696},{""page_index"":4,""viewing_time"":121192},{""page_index"":5,""viewing_time"":60584},{""page_index"":6,""viewing_time"":3087},{""page_index"":7,""viewing_time"":33008}]",438645.0,instructions,0,438649,"""","""","""","""","""","""","""","""","""","""",184
405,405,9,3,"""",5629.0,survey-multi-choice,1,444290,"""","""","{""Q0"":""How likely plans are to achieve goals."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",184
406,406,9,3,"[{""page_index"":0,""viewing_time"":4581},{""page_index"":1,""viewing_time"":1248},{""page_index"":2,""viewing_time"":616},{""page_index"":3,""viewing_time"":984},{""page_index"":4,""viewing_time"":648},{""page_index"":5,""viewing_time"":992},{""page_index"":6,""viewing_time"":928},{""page_index"":7,""viewing_time"":776}]",10773.0,instructions,2,455064,"""","""","""","""","""","""","""","""","""","""",184
407,407,9,3,"""",6188.0,survey-multi-choice,3,461257,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",184
408,408,9,3,"[{""page_index"":0,""viewing_time"":997}]",997.0,instructions,4,462256,"""","""","""","""","""","""","""","""","""","""",184
409,409,9,3,"""",103435.0,survey-likert,5,565697,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would use a fan to circulate the air. I would also use a wet rag to keep myself cool.,2,constrained_single,184
410,410,9,3,"""",25044.0,survey-likert,6,590745,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would make a bookshelf out of the following materials:
1. The metal from a car
2. A barrel of water
3. A barrel of cement
4. A barrel of lime
5. A barrel of plaster
6. A barrel of sand
7. A barrel of clay
8. A barrel of gravel
9. A barrel of pebbles
10. A barrel of soil
11. A barrel of cement
12. A barrel of lime
13. A barrel of plaster
14. A barrel of sand
15. A barrel of clay
16. A barrel of gravel
17. A barrel of pebbles
18. A barrel of soil
19. A barrel of cement
20. A barrel of lime
21. A barrel of plaster
22. A barrel of sand
23. A barrel of clay
24. A barrel of gravel
25. A barrel of pebbles
26. A barrel of soil
27. A barrel of cement
28. A barrel of lime
29. A barrel of plaster
30. A barrel of sand
31. A barrel of clay
32. A barrel of gravel
33. A barrel of pebbles
34. A barrel of soil
35. A barrel of cement
36. A barrel of lime
37. A barrel of plaster
38. A barrel of sand
39. A barrel of clay
40.",2,constrained_single,184
411,411,9,3,"""",15096.0,survey-likert,7,605849,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use a material that is strong and durable, such as stone. I would construct a series of grooves and channels into the stone, and then fill them with a material that is flexible and can be molded, such as clay.",2,constrained_single,184
412,412,9,3,"""",44742.0,survey-likert,8,650593,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would use a large piece of fabric, and I would attach it to a couple of poles, and I would have a couple of people standing underneath it.",2,constrained_single,184
413,413,9,3,"""",12817.0,survey-likert,9,663417,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would create a large, soft landing pad. This would be done by creating a large, thick, soft foam pad that would be inflated by the wind.",2,constrained_single,184
414,414,9,3,"""",9620.0,survey-likert,10,673041,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would hit the ground running, jump, and grab the skydiver's feet. I would then fall with him and roll him to a stop.",2,constrained_single,184
415,415,9,3,"""",2131.0,survey-likert,11,675177,"""","""","{""humanness"":2}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use the same approach as the bookshelf, but with a different material. I would use a material that is strong enough to support the weight of the books. If the book shelf were to fall, the books would not break.",2,constrained_single,184
