,goal,plan,id,goal_type
422,"Goal: Jump over a six foot tall man, without using a trampoline.","""1. Obtain a 5-foot ladder and a thick, soft mat. 2. Place the mat behind the man and the ladder close to the front of the man. 3. Climb to the top of the ladder, jump over the man's head, avoid hitting him, and aim for the soft mat behind him. 4. Land on your back if possible.""",human,constrained_single
423,"Goal: Jump over a six foot tall man, without using a trampoline.","""I would have this tall man stand in any sort of hole or crevice and gently hop over his head.""",human,constrained_single
424,"Goal: Jump over a six foot tall man, without using a trampoline.","""Dig a 5-6 foot hole in the ground. Place the tall man in the hole and hop over. Or have him lay down on the ground and jump over him across the shortest length.""",human,constrained_single
425,"Goal: Jump over a six foot tall man, without using a trampoline.","""This would normally be something that takes training. You would need to have someway to make yourself taller, such as standing on blocks. Being raised, would allow you to jump over a six foot tall man.""",human,constrained_single
426,"Goal: Jump over a six foot tall man, without using a trampoline.","""Fashion a catapult using a resistance band and a tree trunk, and launch yourself over the man.""",human,constrained_single
427,"Goal: Jump over a six foot tall man, without using a trampoline.","""First, have the man stand next to a picnic table. Next, stand on the picnic table, Finally, jump over the man. The picnic table should give you enough height to leverage.""",human,constrained_single
428,"Goal: Jump over a six foot tall man, without using a trampoline.","""Jump over the man with the help of a pogo stick.""",human,constrained_single
429,"Goal: Jump over a six foot tall man, without using a trampoline.","""A simple solution to jumping over a six-foot tall man without using a trampoline would be to have the man lay down on his back, that way you could hop over him while he's laying down. You can still technically claim to have jumped over someone who is six foot tall without using a trampoline.""",human,constrained_single
430,"Goal: Keep a baby platupyus entertained, without using a ball.","""1. Research baby platypus. 2. Enact researched techniques (minus ball).""",human,constrained_single
431,"Goal: Keep a baby platupyus entertained, without using a ball.","""I would bring out a baby pool and let the platypus in there to play.""",human,constrained_single
432,"Goal: Keep a baby platupyus entertained, without using a ball.","""Animals tend to be interested in watching other animals. I would pull up animals videos on Youtube and start playing different ones. Eventually you'll find one that will grab their attention and keep them entertained.""",human,constrained_single
433,"Goal: Keep a baby platupyus entertained, without using a ball.","""I would chase it, let it chase me, feed it whatever platupyus eat and let it chase me some more.""",human,constrained_single
434,"Goal: Keep a baby platupyus entertained, without using a ball.","""You could use anything else as a toy. Such as string or a blanket.""",human,constrained_single
435,"Goal: Keep a baby platupyus entertained, without using a ball.","""The plan involves using treats and food to train the baby platypus to solve puzzles or other simple tasks. This will allow them to remind entertained without using a ball. Training will take place over several weeks and will build in intensity until the target goal is reached.""",human,constrained_single
436,"Goal: Keep a baby platupyus entertained, without using a ball.","""I would create a huge maze for the baby platupyus to play with.""",human,constrained_single
437,"Goal: Keep a baby platupyus entertained, without using a ball.","""A mother platypus usually lays 2 eggs at a time. The best way to keep a baby platypus entertained would be to use their litter mate. young animals use play fighting as a way to have fun and practice for real fights. This should be the preferred enjoyment for a baby platypus. if this is not the case then try using a stuffed animal resembling a platypus. Please keep in mind that a platypus is not a friendly creature. A tv show that was on while I was a kid gave a lot of people a false impression of these animals. They do not wear fedoras and do not want to snuggle with you. your best option is minimal contact and to use a toy of any kind. as long as it allows you to keep your fingers at a safe distance.""",human,constrained_single
438,"Goal: Keep a baby platupyus entertained, without using a ball.","""Have snacks the platypus can eat, and a place for it to swim around.""",human,constrained_single
439,"Goal: Keep a baby platupyus entertained, without using a ball.","""I would fill a bathtub up with water and put the platypus inside to play in and stay cool. I would also toys that are designed to be in the bath to float so that the platypus can play with them in the tub.""",human,constrained_single
440,"Goal: Keep the plants in your garden alive, without using water.","""You could use a piece of plastic over the plants so that they can still get light while creating humidity so the plants would still have a small amount of moisture.""",human,constrained_single
441,"Goal: Keep the plants in your garden alive, without using water.","""1.  Plan out where the plants will be located so they get the appropriate amount of sun/shade for their species. 2.  Make sure that when it rains they will get watered by nature in the surrounding area. 3.Create dew traps that trap condensation and bring it to the plant.""",human,constrained_single
442,"Goal: Keep the plants in your garden alive, without using water.","""I would use extremely nutritious soil and try to create a drip system where the soil can try and take in moisture from the air and use it as water .""",human,constrained_single
443,"Goal: Keep the plants in your garden alive, without using water.","""Use plant food, and put the plants near the sunshine .""",human,constrained_single
444,"Goal: Keep the plants in your garden alive, without using water.","""I would use ice cubes instead and place them by the roots of the plant.""",human,constrained_single
445,"Goal: Keep the plants in your garden alive, without using water.","""I would use fertilizer, sunlight, and sprite to try to keep my plants alive.""",human,constrained_single
446,"Goal: Keep the plants in your garden alive, without using water.","""I will keep a garden containing plants that require little to no water. Cactus, agave, succulents and other desert plants will flourish in my garden in bone dry conditions.""",human,constrained_single
447,"Goal: Keep the plants in your garden alive, without using water.","""Water is an essential for keeping plants alive, since I cannot water it myself I would put them in a garden outside that way when it rains the plants will receive water. I would also make sure that the plants are in a well-lit area so that they have access to sunlight and are planted in enough soil to grow and absorb nutrients.""",human,constrained_single
448,"Goal: Keep the plants in your garden alive, without using water.","""Supply sufficient shade to keep from the sun evaporating excess moisture and feed them accordingly (plant food) so they dont lack anything else other than water.""",human,constrained_single
449,"Goal: Keep the plants in your garden alive, without using water.","""Constantly bury high-water content fruit near the plants, and hope that the moisture seeps into their roots as the fruit decays.""",human,constrained_single
450,"Goal: Make a fort underwater, without using an oxygen tank.","""Hold my breath for a really long time and use weighted pillows to make my fort. Come up for air when needed in then dive back down to the bottom of the pool.""",human,constrained_single
451,"Goal: Make a fort underwater, without using an oxygen tank.","""I would use a snorkel and intermittently come up to the surface for air.""",human,constrained_single
452,"Goal: Make a fort underwater, without using an oxygen tank.","""Construct a tunnel from land leading downward into the water. Pump out the water and ensure there's sufficient air flow from the land entrance. Begin constructing a chamber from the tunnel. Once a basic area is set up to work from, pump out all the water. Repeat this process to expand the area.""",human,constrained_single
453,"Goal: Make a fort underwater, without using an oxygen tank.","""I would probably make a fort in a pond since there would be no current or waves to combat. I would also make sure the area is not too deep so that I don't have to go very far without an oxygen tank. I would use a snorkel so that I could stay near the surface and breathe while managing to place some type of structure in the shallow water. I would resort to holding my breath whenever I needed to go underwater fully.""",human,constrained_single
454,"Goal: Make a fort underwater, without using an oxygen tank.","""Turn a boat (think in simple terms, like a regular bass boat) upside down and attach weights on 5ft chains and drop it into water. An air pocket would be formed and you could stand on the bottom of the pool/pond/etc breathing from said air pocket.""",human,constrained_single
455,"Goal: Make a fort underwater, without using an oxygen tank.","""Gather as much air as you can at the surface, make sure you have all your supplies that you need when going down. Once you are underwater get as much done as you can, then once you need air again go back up to the surface and gather air again, and continue that cycle.""",human,constrained_single
456,"Goal: Make a fort underwater, without using an oxygen tank.","""Go to a shallow area where you either don't have to put your head underwater or where you can easily swim to the surface to breath. Put the supplies on a boat right next to you with an anchor so that you can reach them easily.""",human,constrained_single
457,"Goal: Make a fort underwater, without using an oxygen tank.","""To make a fort underwater without using an oxygen tank you could put a person in a partially deflated plastic ball like some water parks have to walk on top of the water. Then with the weight of the person the partially deflated ball would sink to the bottom where it would be attacked to the bottom of the lake or area of water. A hose would then be ran down to fill the ball and the opening secured.""",human,constrained_single
458,"Goal: Make a fort underwater, without using an oxygen tank.","""In this scenario, it would be best to start out with a clear plan on what you intend to build. At this point, you would want to pre-assemble anything you can, and then sink it in the body of water. The rest of the fort would need to be constructed in the time between breaths, coming up for air and diving back down until the goal is achieved.""",human,constrained_single
459,"Goal: Make a fort underwater, without using an oxygen tank.","""1.Create an underwater cave. 2.Fill it with air to create an air pocket underneath the water. 3.  Introduce plants into the environment that will provide you with oxygen.""",human,constrained_single
460,"Goal: Make a pair of new shoes, without using leather.","""There are many different types of materials to use for shoes such as suede, cotton, or plastic. You could then watch a YouTube video/research how to use those materials to make shoes.""",human,constrained_single
461,"Goal: Make a pair of new shoes, without using leather.","""Many materials can be used, such as rubber, plastic or wool. We'd want something durable for the treads, such as rubber or a composite material. This would be the most important part, since it would bear most of the weight. Any softer nylon/plastic/wool can be used to fashion the rest of the shoe and the laces.""",human,constrained_single
462,"Goal: Make a pair of new shoes, without using leather.","""Get some burlap and a shoe pattern. Watch a youtube video on how to make the shoe. Do the burlap minus leather trick and make your feet happy.""",human,constrained_single
463,"Goal: Make a pair of new shoes, without using leather.","""I would first look at the shoes I have that aren't made with leather. I would see what kind of shoes can be made without leather and then decide to make that kind of shoes. I would also do research on how to make a shoe. I would read articles and watch YouTube videos. Finally I would follow instructions to make the shoe.""",human,constrained_single
464,"Goal: Make a pair of new shoes, without using leather.","""Google how to make a pair of shoes. Research the best way and easiest way to make a pair of shoes without using leather. Acquire all of the proper tools. Understand the instructions. get the shoe material. design and build the shoe.""",human,constrained_single
465,"Goal: Make a pair of new shoes, without using leather.","""My plan is to use canvas and rubber to make a sneaker with laces.""",human,constrained_single
466,"Goal: Make a pair of new shoes, without using leather.","""There have been some amazing advances in 3D printing. I know someone who has one. So, I could design a paid and put them together. Second, there are some great tutorials online on how to make cork shoes, or other ways that people made shoes throughout history without the use of leather. I could research and perfect a new method.""",human,constrained_single
467,"Goal: Make a pair of new shoes, without using leather.","""The first step in this process is determining what type of shoes you need, maybe a boot or a sneaker. An easy way to make a new pair of shoes without using leather is to 3D print a pair of shoes from an already existing blue print. Based on your skill set, you can either design your own blue print or find one online. While this is an easy way to make a new pair of shoes, it might not be the most comfortable. A secondary plan is to identify the type of shoe you want to make, design the shoe using cloth materials and a rubber sole, and sew your new shoes. This takes much more knowledge of the art of sewing.""",human,constrained_single
468,"Goal: Make a pair of new shoes, without using leather.","""I would use canvas and thread to make a converse like shoe. First I would cut out the different pieces of the shoe and then sew them together with thread. Then I would attach the sole (made of plastic) and punch holes for the laces. Then I would put the laces through the holes.""",human,constrained_single
469,"Goal: Make a pair of new shoes, without using leather.","""If leather is not available, there are plenty of other materials that can be used instead. Cloth, like the old converse shoes, would work well.""",human,constrained_single
470,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""Point to items on the menu you would like, or ask what a certain dish is as it passes by.""",human,constrained_single
471,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""1. Look for bilingual speaker in the store. 2. Ask them for recommendations and help ordering .""",human,constrained_single
472,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""Every restaurant has a menu, this is how you are able to know what they serve. Every waiter has probably encountered someone that does not speak their language, so they probably have seen this before. Try to communicate to them that you dont speak their language, so they dont think you are rude and simply point to what you would like. they will understand and will still be able to bring you the food you decided on.""",human,constrained_single
473,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""I've know a few people who don't hear well and from that experience, I think I would just perform a makeshift sign language and use the universal head nod/shake to say yes or no.""",human,constrained_single
474,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""I would look up the restaurant that I plan on going and read the menu so that I know exactly what I want. I would practice correctly saying the item that I have chosen by either asking a friend, if I have any that speaks that language, or I would look up the words in order to hear how it is said.""",human,constrained_single
475,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""I would point to the picture or word of the item that i'm ordering.""",human,constrained_single
476,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""You could point at pictures of the food.""",human,constrained_single
477,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""First, I will see if anyone at the restaurant has experience with speaking English who can translate for me. If no one can do this for me, then I will try to find a menu that has pictures so I can point to the waiter what I would like to get.""",human,constrained_single
478,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""The plan would involve using gesture and pointing at items on the menu to describe what you would like the order. You could also find someone who speaks your language and persuade them to order/translate for you.""",human,constrained_single
479,"Goal: Order food in a restaurant, where you don't speak the native language, without using a translator app.","""I would ask the customers/people beside me if they knew the native language. If they said yes, I would ask for them to help me translate.""",human,constrained_single
480,"Goal: Paint a fence, without using a paint brush.","""1. Purchase several spray paint bottles at your nearest craft store in the shade of paint you would like the fence to be. 2. Spray the fence with the bottle thoroughly, using a new bottle every time you run out.""",human,constrained_single
481,"Goal: Paint a fence, without using a paint brush.","""The quickest way to paint a fence would be to spray paint the fence. You use a machine that allows you quickly coat the fence.""",human,constrained_single
482,"Goal: Paint a fence, without using a paint brush.","""I think the easiest solution to this would be to buy spray paint from the hardware store.""",human,constrained_single
483,"Goal: Paint a fence, without using a paint brush.","""Paint a fence with my hands.""",human,constrained_single
484,"Goal: Paint a fence, without using a paint brush.","""Find a kitchen sponge and use it to paint the fence.""",human,constrained_single
485,"Goal: Paint a fence, without using a paint brush.","""A roller would be the next option, followed by a paint sprayer which is the most expensive option. If it is a small paint job such as a single room, a roller will be good enough. If it is a larger area, a paint sprayer can come in handy.""",human,constrained_single
486,"Goal: Paint a fence, without using a paint brush.","""First, go to the hardware store to buy spray paint. Next, use the spray paint to paint the fence. With spray paint you can easily make more intricate designs.""",human,constrained_single
487,"Goal: Paint a fence, without using a paint brush.","""Use an airbrush or otherwise aerosol powered paint applicator. Another option would be to dip the fence into the paint.""",human,constrained_single
488,"Goal: Paint a fence, without using a paint brush.","""Rather than using a paintbrush to paint your fence, you can opt to use a paint-roller instead. However, a faster way would be to use a paint sprayer, although the finished result may look less clean, it would be a fun and efficient method to paint the fence.""",human,constrained_single
489,"Goal: Paint a fence, without using a paint brush.","""I'd just go to a store like Home Depot or Lowe's and buy (or rent, if possible) a paint sprayer. You can buy them for anywhere around $50-100. Quite simple to use, too.""",human,constrained_single
490,"Goal: Play baseball with your friends, without using a bat.","""Ideally I would find something that could be used as a bat. For example, a large stick, a wooden board, a pillow. But if we are playing with no bat and nothing to be used as a bat, I would suggest playing with a wiffle ball. You can play the game of baseball using the wiffle ball and using your hand as a bat.""",human,constrained_single
491,"Goal: Play baseball with your friends, without using a bat.","""There are many things you could use to play baseball without a bat. You can go find a broom and untwist the sweeper part nd use the broom handle as a bat. You could also find a stick or a broken piece of ply wood to use as a bat.""",human,constrained_single
492,"Goal: Play baseball with your friends, without using a bat.","""My plan to achieve this goal would be to play baseball with a tennis racket and tennis ball. The same exact game, just switch the bat out for a racquet, and make sure to switch the baseball out for a tennis ball so as not to break the racquet.""",human,constrained_single
493,"Goal: Play baseball with your friends, without using a bat.","""Gather friends around in the field. Take the ball and instead of a bat use a large stick that is worthy of a strong couple of hits with the ball. Play until the stick breaks.""",human,constrained_single
494,"Goal: Play baseball with your friends, without using a bat.","""That's simple: find a stick. I suppose that makes it stickball instead of baseball, but they are much the same game. Many of the best baseball players of the past grew up playing stickball.""",human,constrained_single
495,"Goal: Play baseball with your friends, without using a bat.","""Contact friends, Explain would like to play baseball with out a bat. See if they are game. Get enough friends to agree and meet at a field, decide how to play without a bat. How about using a coke bottle.""",human,constrained_single
496,"Goal: Play baseball with your friends, without using a bat.","""You could find a nice straight branch from a tree or possibly a pipe to substitute for a bat. You just need a stick or stick shaped object.""",human,constrained_single
497,"Goal: Play baseball with your friends, without using a bat.","""My plan is to find a stick in the woods that's about the size of a baseball bat, then use a softball ball so it won't break the stick.""",human,constrained_single
498,"Goal: Play baseball with your friends, without using a bat.","""We would find another item, such as a stick, a board, or a racket. The ball would probably not go as far, so We'd need to have the positions farther out, maybe no basemen.  We could also just use the ball itself, thrown as far as one could, and then run bases while the outfielders retrieve it.""",human,constrained_single
499,"Goal: Play baseball with your friends, without using a bat.","""First, I would go into the woods in my backyard and search for a large, straight stick that is light enough to swing but wide enough to hit a ball with. Then I would take the stick and a baseball and find a large field to play in. I would tell all of my friends where to meet and set up bases and teams and start playing.""",human,constrained_single
500,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""Cover the roads with fences.""",human,constrained_single
501,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""1. Type out a short letter to any surrounding neighbors you know hunt, asking them to refrain from shooting deers this season. 2. Put it in their mailbox or on their doorstep. 3. Contact your local wildlife office and ask how you may aid their efforts to protect the deer in your area.""",human,constrained_single
502,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""To protect the deer I would install a large system of floodlights in the woods to scare deer away from areas where there may be hunters present.""",human,constrained_single
503,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""Research methods of scaring deer, learn to see what methods will keep the deer further away.""",human,constrained_single
504,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""Well the simplest solution here is to just ban hunting. So I will persuade my local/state representative to outlaw hunting going forward.""",human,constrained_single
505,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""In order to protect the deer from a range of dangers, I suggest two approaches. First, spray their hooves or antlers with high visibility reflective spray or a bright pink color. This shouldn't affect the deer but will make them undesirable to human hunters. Second, now that they are very visible, do your best to remove other predators from the area such as bears or mountain lions so they are not increasingly killed off in nature.""",human,constrained_single
506,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""Build the deer a home out of sticks where it can easily hide from hunters.""",human,constrained_single
507,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""Find a way to direct deer away from popular hunting areas. You could do this by setting up feeding area is non popular areas to hopefully lure the animals to that area.""",human,constrained_single
508,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""An effective way to protect deer during hunting season without using signs would be to dress up the deer in hunting attire, with a flannel jacket and orange safety vest hunters could easily mistake the deer as one of their own and in turn, the deer can safely make his or her escape.""",human,constrained_single
509,"Goal: Protect the deer in your nearby woods during hunting season, without using signs.","""First, gather the nearby towns for a town meeting by walking around town to spread the word. Once everyone is gathered in the community center, talk to them about how deer hunting is dangerous, bad for the environment, and immoral.""",human,constrained_single
510,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""First, disable the power supply to the TV. If you can safely unplug it do so, otherwise turn off the breaker. If the fire is still small, you can probably smother it using a large towel. Otherwise you might need to wet the towel instead of grab a pot of water to dump on it.""",human,constrained_single
511,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""I will create an airtight seal around my living room, and remove all oxygen from the space - suffocating the blaze. Once the fire is out, I will return oxygen to the room so I can finish watching tv.""",human,constrained_single
512,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""1.  Grab a non-flammable material such as a heavy blanket. 2.  Attempt to cover the fire by depriving it of oxygen as long as it is not too big. 3.  If that doesn't work immediately, call the fire department.""",human,constrained_single
513,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""I would get a blanket (because fires need oxygen to survive), and cover it with water, and put the blanket over the wires .""",human,constrained_single
514,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""To put out a fire near wires without the use of water you could get a large tote or heavy blanket to put over the fire to reduce the oxygen able to reach the fire you could then beat the fire out with the blanket or with a clear tote you could watch to see the progress of the fire and whether the method is effective.""",human,constrained_single
515,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""Use a large blanket to smother the flames.""",human,constrained_single
516,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""First, you should assess the size and severity of the fire. Second, if it is a fire you feel capable of putting out on your own, you would want to quickly locate a heavy fire-resistant blanket, or a bucket of sand. Proceed to smother the fire out with one of those tools.""",human,constrained_single
517,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""Make sure there is nothing flammable near the fire first so the fire doesn't make something explode. Gather water or a non flammable blanket. If using water whatever gets damaged can always be replaced.""",human,constrained_single
518,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""I would take a heavy comforter from my bed and throw it on the fire to get rid of the oxygen that is fueling the fire.""",human,constrained_single
519,"Goal: Put out a fire that started near the wires from your TV, without using a fire extinguisher.","""If you ever find yourself in a dangerous electrical fire, look no further than your own pet penguin. Penguin scat, aka poop, contains a compound that will smother electrical fires in an instant. Simply grab a generous handful of scat and quickly toss it at the base of the fire. You might have to make several throws, but the fire will not relight under the existing scat.""",human,constrained_single
520,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""You could make a big brush toy with flavored toothpaste that would appeal to the lion. Then it might brush its own teeth.""",human,constrained_single
521,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""You just need to add coconut oil to the lion's food. Coconut oil naturally breaks down plaque. With continued use it would slowly help to remove it and keep it from reforming.""",human,constrained_single
522,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""I would ask for professional help.""",human,constrained_single
523,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""Wait until the lion is fast asleep, then approach the lion to clean it's teeth.""",human,constrained_single
524,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""I would need a natural remedy to calm the animal down and then get someone who is close with the animal to clean the animal's teeth gently.""",human,constrained_single
525,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""Order plaque removing tablets online, then place in the drinking water of the lion.""",human,constrained_single
526,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""I'd have to go with either a pressure washer or putting something similar to steel wool, that would still be safe, over a large cut of meat.""",human,constrained_single
527,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""In this case, there are not many options. Lions tend to be loyal, so if, over time, you work your way up to touching their teeth with safety gear on. Then you can work your way up to brushing their teeth by exposing it to them over time and rewarding good behavior.""",human,constrained_single
528,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""I would try to feed the lion dental food to see if that helps with the plaque. If not then if I am close to the lion in a way that it would not try to attack me. Then I would get a long brush (the length of maybe a back scratcher), and try to brush it using that so my arm isn't completely in the lions mouth.""",human,constrained_single
529,"Goal: Remove plaque from the teeth of a lion, without using a tranquilizer.","""Lions are a big cat, yes they can be very mean, but they are still a cat. So give them a treat! there are several dental treats for animals, so I am sure they can make a larger scale one for a lion. You can also look into things for a lion to chew on. Some toys are designed to rub against the teeth during chewing to help scrape off some plaque. I don't brush my dogs teeth but I do use treats and toys that help keep his teeth happy and healthy.""",human,constrained_single
530,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""Scope out the award case. Is it even locked? Does it have hinges? Could unscrew hinges for access. Who had a key? Maybe procure key. Instead of a hammer use a glass breaker to etch the glass. Or use a heavy shoe to break glass.""",human,constrained_single
531,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""Instead of using a hammer to break the glass, I'll use a screwdriver to pry the plates of glass apart, and then place them on the ground to get the trophy out .""",human,constrained_single
532,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""I would get a screw driver to unscrew the wood that is holding the glass into the trophy case. Then I would sneak into the building at night with a ski mask on and dark clothes and disassemble the case then take the trophy.""",human,constrained_single
533,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""I would examine the award case and determine how best to get it open. I might ask an administrator or janitor if I could use one of the trophy's for a photoshoot and then observe how they get into the case. If a key is used to get in the case, I would plan out how to steal the key. Maybe convince the person that I was asked to use the set of keys for something else and then take the trophy case key. Finally I would go into the school when no one was around and take the trophy.""",human,constrained_single
534,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""Glass cutter.""",human,constrained_single
535,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""You could pick the lock with some wire. Cases like that do not usually have complicated locks. A wire or some some kind of pick would probably open the case without using a hammer or breaking the glass. Or you could break the glass with something else, like a brick. As long as it's not a hammer.""",human,constrained_single
536,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""We could take the entire case-get a dolley or a skidloader, and move the case. Fire extinguishers are hard, and are everywhere in schools, could be used to break the glass. Any hard object from the janitors closet, or a book thrown could work too. If we didn't want to alert anyone, we could use a saw on the back of the case, then push it back where it originally was.""",human,constrained_single
537,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""To get the championship trophy from behind the award case, you would first need to get a key from one of the faculty members. To do that you would need multiple people to pull off the plan. You would need at least two people to distract the faculty member well enough so you could get the key. Then while they are still distracting them you will have time to go get the trophy, relock the award case, and return the key before any notices.""",human,constrained_single
538,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""Sneak in the school. Open the door by picking the lock. Tip toe in and be quiet. Go to the award case area. Take a bat instead of a hammer. Crack the case open. Take the trophy and hide it under your coat. Run like a zombie is chasing you out the door.""",human,constrained_single
539,"Goal: Steal the championship trophy from behind your school's award case, without using a hammer.","""First option: Pay someone on the inside. Have them obtain it through whatever measures they see fit. Second: Lockpicking is not all that hard. Obtain some tools and practice. Then on a night where there is an event happening in a different part of the school where I know the doors will be unlocked, sneak in and pick the lock. Third, use a rock.""",human,constrained_single
540,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""I would grab some hanging branch on the bank and hold on tight as can be. I would then get out of the canoe and pull it to shore.""",human,constrained_single
541,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""Without using a paddle I believe this would probably take some forethought. I would simply tie the canoe with a length of rope or a chain to a tree or other land object before floating it.""",human,constrained_single
542,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""If there are any trees in the water then I would try to hold onto those to keep me from falling down the waterfall. If there is nothing like that, then I would just jump out of the canoe and try to pull/swim it to the shore before I get close to the waterfall.""",human,constrained_single
543,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""1. Survey area for other things to grab onto . 2. Use hands in the water as makeshift paddle to maneuver your way to the possible objects (rocks, tree branches, etc). 3. Reach out to and grab onto said objects.""",human,constrained_single
544,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""The plan involves reaching for other objects around the canoe as it drifts towards the waterfall. This could include rocks or overhanging trees that are near the water. If all else fails, the person could get out of their canoe, dig their heels into the dirt in the lake (if in a lake/shallow water), and drag their canoe away from the falls.""",human,constrained_single
545,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""I would originally try to grab it using my hands, but I wouldn't think that would work. I would either try to steer it towards a rocks to try and put something in front of it so that it somehow stops the canoe from completely going down the waterfall. I would also use a stick while steering it to the rock.""",human,constrained_single
546,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""You could try to grab a stick from the river to use as a paddle. Or try to grab onto a rock or the edge of the river to stop your canoe.""",human,constrained_single
547,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""If applicable, look for something to grab onto (like a branch or rock). If you cannot do this, try to use your body weight to turn the canoe sideways so it will stop. If all else fails, jump out and grab the canoe.""",human,constrained_single
548,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""I would have a harpoon gun with me as I approached the waterfall. You then shoot the harpoon gun with a rope attached to it into a nearby tree. You then tie the rope to the canoe to keep it from going over the waterfall.""",human,constrained_single
549,"Goal: Stop your canoe from falling down the waterfall, without using a paddle.","""I would anchor the canoe to stop it from falling down the waterfall.""",human,constrained_single
550,"Goal: Take your dog for a walk, without using a leash.","""In the weeks prior, train my dog at obeying my command to heel and not to run off at the first sign of something of interest. Next, make sure I have treats to reward my dog when he obeys me. Lastly, have a leash just in case there is a failure and he doesn't listen.""",human,constrained_single
551,"Goal: Take your dog for a walk, without using a leash.","""I would begin to train my dog using a slack leash. With this method you walk your dog with a lot of slack in the leash and only tug on the leash when the dog needs correction. Over time he learns to walk without a leash and listen to voice commands while staying at your side. I would then practice without a leash on a route that does not have many people or other dogs to eliminate distractions. Then overtime, I would introduce a few distractions at a time to get the dog used to obeying and staying focused in the presence of distractions while walking.""",human,constrained_single
552,"Goal: Take your dog for a walk, without using a leash.","""Get the dog. Train him to run with you without the leash. Go for a walk. Use no leash. Everyone is happy and leashless!.""",human,constrained_single
553,"Goal: Take your dog for a walk, without using a leash.","""Taking the dog on a walk without a leash is easy. The first thing you have to do is make sure your dog will listen to you and not just run off. The second thing to do is to keep a close eye on the dog so it doesn't run into the street. And lastly you want to walk on the side of the sidewalk closest to the road so you can at least attempt to catch your dog before/if it runs into the road.""",human,constrained_single
554,"Goal: Take your dog for a walk, without using a leash.","""The dog could be trained that the street is bad, or limited with a shock collar. They could also be   lured back with food. Some dogs like to ride in cars, so you could open the door to catch them if they escaped.""",human,constrained_single
555,"Goal: Take your dog for a walk, without using a leash.","""I would put my dogs collar on, then tie a long piece of thick string to the part where the leash usually clips onto and take her up the driveway for a walk.""",human,constrained_single
